subj,date,beeps,activity,gm,gmd_by,sitco,partner
ID18,8/2/2015,7,M,NA,NA,NA,NA
ID18,8/2/2015,5,R,NA,NA,NA,NA
ID18,8/2/2015,1,F,NA,NA,NA,NA
ID18,8/2/2015,3,F,NA,NA,NA,NA
ID18,8/2/2015,5,F,NA,NA,NA,NA
ID18,8/2/2015,4,F,NA,NA,NA,NA
ID18,8/2/2015,5,F,NA,NA,NA,NA
ID13,8/2/2015,7,M,NA,NA,NA,NA
ID13,8/2/2015,10,R,NA,NA,NA,NA
ID13,8/2/2015,8,F,NA,NA,NA,NA
ID13,8/2/2015,5,F,NA,NA,NA,NA
ID16,8/2/2015,3,M,NA,NA,NA,NA
ID16,8/2/2015,5,R,NA,NA,NA,NA
ID16,8/2/2015,4,F,NA,NA,NA,NA
ID16,8/2/2015,7,gm,ID3,NA,NA,ID3
ID16,8/2/2015,4,gmd,NA,ID3,NA,ID3
ID16,8/2/2015,4,R,NA,NA,NA,NA
ID16,8/2/2015,3,F,NA,NA,NA,NA
ID15,8/2/2015,2,M,NA,NA,NA,NA
ID15,8/2/2015,17,F/sitco,NA,NA,ID52,ID52
ID15,8/2/2015,1,F,NA,NA,NA,NA
ID15,8/2/2015,4,sitco,NA,NA,ID52,ID52
ID15,8/2/2015,1,F,NA,NA,NA,NA
ID15,8/2/2015,5,F,NA,NA,NA,NA
ID19,8/2/2015,9,F,NA,NA,NA,NA
ID19,8/2/2015,11,M,NA,NA,NA,NA
ID19,8/2/2015,8,R,NA,NA,NA,NA
ID19,8/2/2015,2,F,NA,NA,NA,NA
ID9,8/2/2015,6,M,NA,NA,NA,NA
ID9,8/2/2015,2,R,NA,NA,NA,NA
ID9,8/2/2015,13,F,NA,NA,NA,NA
ID9,8/2/2015,2,F,NA,NA,NA,NA
ID9,8/2/2015,7,F,NA,NA,NA,NA
ID2,8/3/2015,27,R,NA,NA,NA,NA
ID2,8/3/2015,3,F,NA,NA,NA,NA
ID5,8/3/2015,2,M,NA,NA,NA,NA
ID5,8/3/2015,3,R,NA,NA,NA,NA
ID5,8/3/2015,8,F,NA,NA,NA,NA
ID5,8/3/2015,11,F,NA,NA,NA,NA
ID5,8/3/2015,6,F,NA,NA,NA,NA
ID15,8/3/2015,5,M,NA,NA,NA,NA
ID15,8/3/2015,7,F,NA,NA,NA,NA
ID15,8/3/2015,5,R,NA,NA,NA,NA
ID15,8/3/2015,6,sitco,NA,NA,ID52,ID52
ID15,8/3/2015,7,gm,ID52,NA,NA,ID52
ID10,8/3/2015,5,R,NA,NA,NA,NA
ID10,8/3/2015,2,F,NA,NA,NA,NA
ID10,8/3/2015,1,M,NA,NA,NA,NA
ID10,8/3/2015,2,R,NA,NA,NA,NA
ID10,8/3/2015,1,gm,NA,NA,NA,NA
ID10,8/3/2015,5,sitco,NA,NA,NA,NA
ID10,8/3/2015,4,sitco,NA,NA,NA,NA
ID10,8/3/2015,2,F,NA,NA,NA,NA
ID10,8/3/2015,8,R,NA,NA,NA,NA
ID8,8/3/2015,8,R,NA,NA,NA,NA
ID8,8/3/2015,4,F,NA,NA,NA,NA
ID8,8/3/2015,7,M,NA,NA,NA,NA
ID8,8/3/2015,2,gm,ID27,NA,NA,ID27
ID8,8/3/2015,3,F,NA,NA,NA,NA
ID8,8/3/2015,1,F,NA,NA,NA,NA
ID8,8/3/2015,5,gm,ID15,NA,NA,ID15
ID9,8/4/2015,10,F,NA,NA,NA,NA
ID9,8/4/2015,20,F,NA,NA,NA,NA
ID18,8/4/2015,5,R,NA,NA,NA,NA
ID18,8/4/2015,3,M,NA,NA,NA,NA
ID18,8/4/2015,6,F,NA,NA,NA,NA
ID18,8/4/2015,7,F,NA,NA,NA,NA
ID18,8/4/2015,4,F,NA,NA,NA,NA
ID18,8/4/2015,2,F,NA,NA,NA,NA
ID18,8/4/2015,2,F,NA,NA,NA,NA
ID18,8/4/2015,1,F,NA,NA,NA,NA
ID6,8/4/2015,4,R,NA,NA,NA,NA
ID6,8/4/2015,6,M,NA,NA,NA,NA
ID6,8/4/2015,4,F,NA,NA,NA,NA
ID6,8/4/2015,3,F,NA,NA,NA,NA
ID6,8/4/2015,5,F,NA,NA,NA,NA
ID6,8/4/2015,2,ssitco,NA,NA,ID20,ID20
ID6,8/4/2015,5,gm,ID20,NA,NA,ID20
ID6,8/4/2015,1,sitco,NA,NA,ID20,ID20
ID16,8/4/2015,15,gm,ID3,NA,NA,ID3
ID16,8/4/2015,15,gmd,NA,ID3,NA,ID3
ID3,8/4/2015,5,R,NA,NA,NA,NA
ID3,8/4/2015,2,M,NA,NA,NA,NA
ID3,8/4/2015,6,gm,ID16,NA,NA,ID16
ID3,8/4/2015,9,gmd,NA,ID16,NA,ID16
ID3,8/4/2015,2,gmd,NA,ID14,NA,ID14
ID3,8/4/2015,2,gmd/sitco,NA,ID14,ID16,"ID14, ID16"
ID3,8/4/2015,2,gm,ID25,NA,NA,ID25
ID3,8/4/2015,2,gmd,NA,ID25,NA,ID25
ID13,8/4/2015,2,M,NA,NA,NA,NA
ID13,8/4/2015,3,F,NA,NA,NA,NA
ID13,8/4/2015,7,F,NA,NA,NA,NA
ID13,8/4/2015,4,F,NA,NA,NA,NA
ID13,8/4/2015,5,gm,ID34,NA,NA,ID34
ID13,8/4/2015,9,gmd,NA,ID34,NA,ID34
ID11,8/4/2015,8,R,NA,NA,NA,NA
ID11,8/4/2015,11,M,NA,NA,NA,NA
ID11,8/4/2015,6,F,NA,NA,NA,NA
ID11,8/4/2015,3,F,NA,NA,NA,NA
ID11,8/4/2015,2,F,NA,NA,NA,NA
ID11,8/5/2015,2,R,NA,NA,NA,NA
ID11,8/5/2015,1,M,NA,NA,NA,NA
ID11,8/5/2015,1,F,NA,NA,NA,NA
ID11,8/5/2015,5,gm,ID7,NA,NA,ID7
ID11,8/5/2015,1,gm,ID7,NA,NA,ID7
ID11,8/5/2015,4,F,NA,NA,NA,NA
ID11,8/5/2015,3,F,NA,NA,NA,NA
ID11,8/5/2015,1,F,NA,NA,NA,NA
ID11,8/5/2015,2,F,NA,NA,NA,NA
ID11,8/5/2015,3,F,NA,NA,NA,NA
ID11,8/5/2015,7,F,NA,NA,NA,NA
ID10,8/5/2015,3,M,NA,NA,NA,NA
ID10,8/5/2015,2,R,NA,NA,NA,NA
ID10,8/5/2015,8,F,NA,NA,NA,NA
ID10,8/5/2015,1,F,NA,NA,NA,NA
ID10,8/5/2015,6,F,NA,NA,NA,NA
ID10,8/5/2015,5,F,NA,NA,NA,NA
ID10,8/5/2015,5,F,NA,NA,NA,NA
ID7,8/5/2015,18,M,NA,NA,NA,NA
ID7,8/5/2015,9,R,NA,NA,NA,NA
ID7,8/5/2015,1,F,NA,NA,NA,NA
ID7,8/5/2015,2,F,NA,NA,NA,NA
ID5,8/6/2015,10,F,NA,NA,NA,NA
ID5,8/6/2015,10,R,NA,NA,NA,NA
ID5,8/6/2015,7,M,NA,NA,NA,NA
ID5,8/6/2015,2,sitco,NA,NA,ID49,ID49
ID5,8/6/2015,1,R,NA,NA,NA,NA
ID17,8/6/2015,8,F,NA,NA,NA,NA
ID17,8/6/2015,7,R,NA,NA,NA,NA
ID17,8/6/2015,3,M,NA,NA,NA,NA
ID17,8/6/2015,3,F,NA,NA,NA,NA
ID17,8/6/2015,3,F,NA,NA,NA,NA
ID17,8/6/2015,3,F,NA,NA,NA,NA
ID17,8/6/2015,1,F,NA,NA,NA,NA
ID17,8/6/2015,2,F,NA,NA,NA,NA
ID1,8/6/2015,2,F,NA,NA,NA,NA
ID1,8/6/2015,3,R,NA,NA,NA,NA
ID1,8/6/2015,5,M,NA,NA,NA,NA
ID1,8/6/2015,17,F,NA,NA,NA,NA
ID1,8/6/2015,3,F,NA,NA,NA,NA
ID3,8/6/2015,1,F,NA,NA,NA,NA
ID3,8/6/2015,10,R,NA,NA,NA,NA
ID3,8/6/2015,7,M,NA,NA,NA,NA
ID3,8/6/2015,8,F,NA,NA,NA,NA
ID3,8/6/2015,4,F,NA,NA,NA,NA
ID16,8/6/2015,1,M,NA,NA,NA,NA
ID16,8/6/2015,3,F,NA,NA,NA,NA
ID16,8/6/2015,1,F,NA,NA,NA,NA
ID16,8/6/2015,1,F,NA,NA,NA,NA
ID16,8/6/2015,1,F,NA,NA,NA,NA
ID16,8/6/2015,6,F,NA,NA,NA,NA
ID16,8/6/2015,13,F,NA,NA,NA,NA
ID16,8/6/2015,4,F,NA,NA,NA,NA
ID19,8/6/2015,1,M,NA,NA,NA,NA
ID19,8/6/2015,1,R,NA,NA,NA,NA
ID19,8/6/2015,28,F,NA,NA,NA,NA
ID4,8/6/2015,6,R,NA,NA,NA,NA
ID4,8/6/2015,3,M,NA,NA,NA,NA
ID4,8/6/2015,2,R,NA,NA,NA,NA
ID4,8/6/2015,2,gm,NA,NA,NA,NA
ID4,8/6/2015,1,sitco,NA,NA,ID3,ID3
ID4,8/6/2015,2,sitco,NA,NA,NA,NA
ID4,8/6/2015,6,gmd/sitco,NA,ID5,NA,ID5
ID4,8/6/2015,2,gm,ID5,NA,NA,ID5
ID4,8/6/2015,4,gmd,NA,ID5,NA,ID5
ID4,8/6/2015,1,R,NA,NA,NA,NA
ID4,8/6/2015,1,gm/sitco,ID5,NA,NA,ID5
ID15,8/6/2015,2,M,NA,NA,NA,NA
ID15,8/6/2015,2,gm/sitco,ID52,NA,ID40,"ID52, ID40"
ID15,8/6/2015,2,gm/sitco,ID52,NA,ID40,"ID52, ID40"
ID15,8/6/2015,1,sitco/ssitco,NA,NA,"ID40, ID52","ID40, ID52"
ID15,8/6/2015,3,R,NA,NA,NA,NA
ID15,8/6/2015,5,sitco,NA,NA,ID52,ID52
ID15,8/6/2015,7,gm,ID52,NA,NA,ID52
ID15,8/6/2015,7,ssitco,NA,NA,ID52,ID52
ID15,8/6/2015,1,F,NA,NA,NA,NA
ID9,8/6/2015,18,R,NA,NA,NA,NA
ID9,8/6/2015,1,M,NA,NA,NA,NA
ID9,8/6/2015,11,R,NA,NA,NA,NA
ID13,8/6/2015,5,F,NA,NA,NA,NA
ID13,8/6/2015,2,R,NA,NA,NA,NA
ID13,8/6/2015,2,F,NA,NA,NA,NA
ID13,8/6/2015,5,F,NA,NA,NA,NA
ID13,8/6/2015,2,F,NA,NA,NA,NA
ID13,8/6/2015,1,ssitco,NA,NA,ID43,ID43
ID13,8/6/2015,1,R,NA,NA,NA,NA
ID13,8/6/2015,4,F,NA,NA,NA,NA
ID13,8/6/2015,1,F,NA,NA,NA,NA
ID2,8/6/2015,14,R,NA,NA,NA,NA
ID2,8/6/2015,2,ssitco,NA,NA,ID53,ID53
ID2,8/6/2015,1,sitco,NA,NA,ID53,ID53
ID2,8/6/2015,10,gmd,NA,ID31,NA,ID31
ID2,8/6/2015,2,gmd,NA,ID31,NA,ID31
ID2,8/6/2015,1,R,NA,NA,NA,NA
ID11,8/6/2015,6,M,NA,NA,NA,NA
ID11,8/6/2015,2,R,NA,NA,NA,NA
ID11,8/6/2015,4,gm,ID18,NA,NA,ID18
ID11,8/6/2015,1,R,NA,NA,NA,NA
ID11,8/6/2015,2,F,NA,NA,NA,NA
ID11,8/6/2015,3,F,NA,NA,NA,NA
ID11,8/6/2015,5,F,NA,NA,NA,NA
ID11,8/6/2015,7,F,NA,NA,NA,NA
ID6,8/6/2015,4,R,NA,NA,NA,NA
ID6,8/6/2015,8,M,NA,NA,NA,NA
ID6,8/6/2015,12,gm,ID20,NA,NA,ID20
ID6,8/6/2015,6,F,NA,NA,NA,NA
ID7,8/6/2015,12,F,NA,NA,NA,NA
ID7,8/6/2015,12,R,NA,NA,NA,NA
ID7,8/6/2015,2,M,NA,NA,NA,NA
ID7,8/6/2015,1,F,NA,NA,NA,NA
ID7,8/6/2015,3,F,NA,NA,NA,NA
ID14,8/7/2015,1,R,NA,NA,NA,NA
ID14,8/7/2015,5,M,NA,NA,NA,NA
ID14,8/7/2015,6,F,NA,NA,NA,NA
ID14,8/7/2015,1,F,NA,NA,NA,NA
ID14,8/7/2015,2,F,NA,NA,NA,NA
ID14,8/7/2015,15,F,NA,NA,NA,NA
ID12,8/7/2015,10,R,NA,NA,NA,NA
ID12,8/7/2015,7,M,NA,NA,NA,NA
ID12,8/7/2015,2,F,NA,NA,NA,NA
ID12,8/7/2015,1,F,NA,NA,NA,NA
ID12,8/7/2015,1,F,NA,NA,NA,NA
ID12,8/7/2015,1,F,NA,NA,NA,NA
ID12,8/7/2015,2,F,NA,NA,NA,NA
ID12,8/7/2015,1,F,NA,NA,NA,NA
ID12,8/7/2015,5,F,NA,NA,NA,NA
ID2,8/7/2015,10,R,NA,NA,NA,NA
ID2,8/7/2015,4,M,NA,NA,NA,NA
ID2,8/7/2015,2,F,NA,NA,NA,NA
ID2,8/7/2015,3,F,NA,NA,NA,NA
ID2,8/7/2015,4,F,NA,NA,NA,NA
ID2,8/7/2015,1,F,NA,NA,NA,NA
ID2,8/7/2015,3,F,NA,NA,NA,NA
ID2,8/7/2015,1,F,NA,NA,NA,NA
ID2,8/7/2015,2,F,NA,NA,NA,NA
ID5,8/8/2015,2,F,NA,NA,NA,NA
ID5,8/8/2015,3,F,NA,NA,NA,NA
ID5,8/8/2015,3,F,NA,NA,NA,NA
ID5,8/8/2015,8,F,NA,NA,NA,NA
ID5,8/8/2015,2,F,NA,NA,NA,NA
ID5,8/8/2015,2,F,NA,NA,NA,NA
ID5,8/8/2015,5,F,NA,NA,NA,NA
ID5,8/8/2015,5,F,NA,NA,NA,NA
ID8,8/8/2015,12,M,NA,NA,NA,NA
ID8,8/8/2015,3,R,NA,NA,NA,NA
ID8,8/8/2015,1,F,NA,NA,NA,NA
ID8,8/8/2015,3,F,NA,NA,NA,NA
ID8,8/8/2015,2,F,NA,NA,NA,NA
ID8,8/8/2015,3,F,NA,NA,NA,NA
ID8,8/8/2015,5,F,NA,NA,NA,NA
ID8,8/8/2015,1,F,NA,NA,NA,NA
ID1,8/8/2015,5,F,NA,NA,NA,NA
ID1,8/8/2015,3,F,NA,NA,NA,NA
ID1,8/8/2015,5,F,NA,NA,NA,NA
ID1,8/8/2015,1,F,NA,NA,NA,NA
ID1,8/8/2015,1,F,NA,NA,NA,NA
ID1,8/8/2015,1,F,NA,NA,NA,NA
ID1,8/8/2015,10,F,NA,NA,NA,NA
ID1,8/8/2015,1,F,NA,NA,NA,NA
ID1,8/8/2015,1,F,NA,NA,NA,NA
ID1,8/8/2015,2,F,NA,NA,NA,NA
ID2,8/8/2015,2,F,NA,NA,NA,NA
ID2,8/8/2015,1,F,NA,NA,NA,NA
ID2,8/8/2015,2,F/sitco,NA,NA,ID53,ID53
ID2,8/8/2015,3,F/sitco,NA,NA,ID53,ID53
ID2,8/8/2015,4,sitco,NA,NA,ID53,ID53
ID2,8/8/2015,2,gm,ID53,NA,NA,ID53
ID2,8/8/2015,6,gmd,NA,ID10,NA,ID10
ID2,8/8/2015,7,gmd/sitco,NA,ID10,ID53,"ID10, ID53"
ID2,8/8/2015,2,gm,ID10,NA,NA,ID10
ID2,8/8/2015,1,gm/sitco,ID10,NA,ID53,"ID10, ID53"
ID7,8/8/2015,10,M,NA,NA,NA,NA
ID7,8/8/2015,2,R,NA,NA,NA,NA
ID7,8/8/2015,4,F,NA,NA,NA,NA
ID7,8/8/2015,1,F,NA,NA,NA,NA
ID7,8/8/2015,4,F,NA,NA,NA,NA
ID7,8/8/2015,4,R,NA,NA,NA,NA
ID7,8/8/2015,3,R,NA,NA,NA,NA
ID7,8/8/2015,1,F,NA,NA,NA,NA
ID7,8/8/2015,1,F,NA,NA,NA,NA
ID9,8/8/2015,8,M,NA,NA,NA,NA
ID9,8/8/2015,2,R,NA,NA,NA,NA
ID9,8/8/2015,2,F,NA,NA,NA,NA
ID9,8/8/2015,2,F,NA,NA,NA,NA
ID9,8/8/2015,1,F,NA,NA,NA,NA
ID9,8/8/2015,3,F,NA,NA,NA,NA
ID9,8/8/2015,6,F,NA,NA,NA,NA
ID9,8/8/2015,3,F,NA,NA,NA,NA
ID9,8/8/2015,1,F,NA,NA,NA,NA
ID9,8/8/2015,2,F,NA,NA,NA,NA
ID6,8/8/2015,7,M,NA,NA,NA,NA
ID6,8/8/2015,1,R,NA,NA,NA,NA
ID6,8/8/2015,1,F,NA,NA,NA,NA
ID6,8/8/2015,3,F,NA,NA,NA,NA
ID6,8/8/2015,1,F,NA,NA,NA,NA
ID6,8/8/2015,1,F,NA,NA,NA,NA
ID6,8/8/2015,4,F,NA,NA,NA,NA
ID6,8/8/2015,3,F,NA,NA,NA,NA
ID16,8/8/2015,5,M,NA,NA,NA,NA
ID16,8/8/2015,1,R,NA,NA,NA,NA
ID16,8/8/2015,3,F,NA,NA,NA,NA
ID16,8/8/2015,2,ssitco,NA,NA,ID29,ID29
ID16,8/8/2015,2,gm,ID29,NA,NA,ID29
ID16,8/8/2015,3,F,NA,NA,NA,NA
ID16,8/8/2015,1,F,NA,NA,NA,NA
ID16,8/8/2015,1,F,NA,NA,NA,NA
ID16,8/8/2015,2,F,NA,NA,NA,NA
ID16,8/8/2015,3,F,NA,NA,NA,NA
ID16,8/8/2015,2,F,NA,NA,NA,NA
ID16,8/8/2015,5,F,NA,NA,NA,NA
ID6,8/9/2015,5,F,NA,NA,NA,NA
ID6,8/9/2015,9,F,NA,NA,NA,NA
ID6,8/9/2015,1,R,NA,NA,NA,NA
ID6,8/9/2015,1,F,NA,NA,NA,NA
ID6,8/9/2015,1,F,NA,NA,NA,NA
ID6,8/9/2015,11,F,NA,NA,NA,NA
ID6,8/9/2015,2,M,NA,NA,NA,NA
ID10,8/9/2015,1,M,NA,NA,NA,NA
ID10,8/9/2015,11,F,NA,NA,NA,NA
ID10,8/9/2015,2,F,NA,NA,NA,NA
ID10,8/9/2015,12,gm,ID33,NA,NA,ID33
ID10,8/9/2015,4,gmd,NA,ID33,NA,ID33
ID9,8/9/2015,7,M,NA,NA,NA,NA
ID9,8/9/2015,2,R,NA,NA,NA,NA
ID9,8/9/2015,1,F,NA,NA,NA,NA
ID9,8/9/2015,3,F,NA,NA,NA,NA
ID9,8/9/2015,2,F,NA,NA,NA,NA
ID9,8/9/2015,2,F,NA,NA,NA,NA
ID9,8/9/2015,1,R,NA,NA,NA,NA
ID9,8/9/2015,4,gm,ID26,NA,NA,ID26
ID9,8/9/2015,4,gm,ID26,NA,NA,ID26
ID9,8/9/2015,3,gm/sitco,ID55,NA,ID26,"ID55, ID26"
ID9,8/9/2015,1,gmd/sitco,NA,ID55,ID26,"ID55, ID26"
ID5,8/9/2015,8,M,NA,NA,NA,NA
ID5,8/9/2015,2,R,NA,NA,NA,NA
ID5,8/9/2015,5,F,NA,NA,NA,NA
ID5,8/9/2015,3,F,NA,NA,NA,NA
ID5,8/9/2015,1,F,NA,NA,NA,NA
ID5,8/9/2015,1,F,NA,NA,NA,NA
ID5,8/9/2015,2,F,NA,NA,NA,NA
ID5,8/9/2015,3,F,NA,NA,NA,NA
ID5,8/9/2015,1,F,NA,NA,NA,NA
ID5,8/9/2015,1,F,NA,NA,NA,NA
ID5,8/9/2015,3,F,NA,NA,NA,NA
ID17,8/9/2015,4,M,NA,NA,NA,NA
ID17,8/9/2015,1,R,NA,NA,NA,NA
ID17,8/9/2015,4,F,NA,NA,NA,NA
ID17,8/9/2015,2,R,NA,NA,NA,NA
ID17,8/9/2015,4,gm,ID7,NA,NA,ID7
ID17,8/9/2015,2,gmd,NA,ID7,NA,ID7
ID17,8/9/2015,3,gm/sitco,ID7,NA,ID51,"ID7, ID51"
ID17,8/9/2015,5,gm,ID7,NA,NA,ID7
ID17,8/9/2015,5,R,NA,NA,NA,NA
ID18,8/9/2015,3,M,NA,NA,NA,NA
ID18,8/9/2015,1,R,NA,NA,NA,NA
ID18,8/9/2015,1,F,NA,NA,NA,NA
ID18,8/9/2015,4,gm,ID19,NA,NA,ID19
ID18,8/9/2015,10,gmd,NA,ID19,NA,ID19
ID18,8/9/2015,2,gmd/ssitco,NA,ID19,ID37,"ID19, ID37"
ID18,8/9/2015,4,gm,ID19,NA,NA,ID19
ID18,8/9/2015,1,gmd/sitco,NA,ID19,ID37,"ID19, ID37"
ID18,8/9/2015,2,R,NA,NA,NA,NA
ID18,8/9/2015,2,sitco,NA,NA,ID37,ID37
ID19,8/9/2015,6,M,NA,NA,NA,NA
ID19,8/9/2015,5,F,NA,NA,NA,NA
ID19,8/9/2015,2,F,NA,NA,NA,NA
ID19,8/9/2015,6,F,NA,NA,NA,NA
ID19,8/9/2015,1,gmd/sitco,NA,ID10,ID12,"ID10, ID12"
ID19,8/9/2015,5,gm,ID10,NA,NA,ID10
ID19,8/9/2015,5,F,NA,NA,NA,NA
ID16,8/9/2015,6,F,NA,NA,NA,NA
ID16,8/9/2015,2,R,NA,NA,NA,NA
ID16,8/9/2015,9,M,NA,NA,NA,NA
ID16,8/9/2015,2,F,NA,NA,NA,NA
ID16,8/9/2015,11,F,NA,NA,NA,NA
ID3,8/9/2015,5,M,NA,NA,NA,NA
ID3,8/9/2015,3,R,NA,NA,NA,NA
ID3,8/9/2015,2,F,NA,NA,NA,NA
ID3,8/9/2015,2,F,NA,NA,NA,NA
ID3,8/9/2015,1,F,NA,NA,NA,NA
ID3,8/9/2015,8,F,NA,NA,NA,NA
ID3,8/9/2015,2,F,NA,NA,NA,NA
ID3,8/9/2015,6,F,NA,NA,NA,NA
ID3,8/9/2015,1,R,NA,NA,NA,NA
ID4,8/9/2015,15,R,NA,NA,NA,NA
ID4,8/9/2015,15,M,NA,NA,NA,NA
ID14,8/9/2015,3,F,NA,NA,NA,NA
ID14,8/9/2015,10,M,NA,NA,NA,NA
ID14,8/9/2015,1,R,NA,NA,NA,NA
ID14,8/9/2015,3,F,NA,NA,NA,NA
ID14,8/9/2015,1,sitco,NA,NA,ID52,ID52
ID14,8/9/2015,1,gm,ID52,NA,NA,ID52
ID14,8/9/2015,4,gm/sitco,ID15,NA,ID52,"ID15, ID52"
ID14,8/9/2015,1,F,NA,NA,NA,NA
ID14,8/9/2015,4,F,NA,NA,NA,NA
ID14,8/9/2015,2,F,NA,NA,NA,NA
ID6,8/10/2015,4,M,NA,NA,NA,NA
ID6,8/10/2015,7,R,NA,NA,NA,NA
ID6,8/10/2015,6,F,NA,NA,NA,NA
ID6,8/10/2015,4,F,NA,NA,NA,NA
ID6,8/10/2015,5,F,NA,NA,NA,NA
ID6,8/10/2015,4,F,NA,NA,NA,NA
ID1,8/10/2015,5,M,NA,NA,NA,NA
ID1,8/10/2015,17,R,NA,NA,NA,NA
ID1,8/10/2015,4,F,NA,NA,NA,NA
ID1,8/10/2015,4,F,NA,NA,NA,NA
ID18,8/11/2015,3,M,NA,NA,NA,NA
ID18,8/11/2015,6,R,NA,NA,NA,NA
ID18,8/11/2015,3,F,NA,NA,NA,NA
ID18,8/11/2015,2,F,NA,NA,NA,NA
ID18,8/11/2015,6,F,NA,NA,NA,NA
ID18,8/11/2015,5,F,NA,NA,NA,NA
ID18,8/11/2015,5,F,NA,NA,NA,NA
ID12,8/11/2015,5,M,NA,NA,NA,NA
ID12,8/11/2015,5,F,NA,NA,NA,NA
ID12,8/11/2015,5,R,NA,NA,NA,NA
ID12,8/11/2015,1,F,NA,NA,NA,NA
ID12,8/11/2015,2,F,NA,NA,NA,NA
ID12,8/11/2015,8,F,NA,NA,NA,NA
ID12,8/11/2015,4,F,NA,NA,NA,NA
ID6,8/11/2015,5,M,NA,NA,NA,NA
ID6,8/11/2015,11,R,NA,NA,NA,NA
ID6,8/11/2015,2,F,NA,NA,NA,NA
ID6,8/11/2015,3,F,NA,NA,NA,NA
ID6,8/11/2015,3,F,NA,NA,NA,NA
ID6,8/11/2015,3,gm,ID30,NA,NA,ID30
ID6,8/11/2015,3,gmd,NA,ID30,NA,ID30
ID11,8/11/2015,4,M,NA,NA,NA,NA
ID11,8/11/2015,4,R,NA,NA,NA,NA
ID11,8/11/2015,10,gm,ID45,NA,NA,ID45
ID11,8/11/2015,2,ssitco,NA,NA,ID45,ID45
ID11,8/11/2015,5,R,NA,NA,NA,NA
ID11,8/11/2015,5,F,NA,NA,NA,NA
ID5,8/11/2015,4,R,NA,NA,NA,NA
ID5,8/11/2015,9,M,NA,NA,NA,NA
ID5,8/11/2015,2,F,NA,NA,NA,NA
ID5,8/11/2015,1,F,NA,NA,NA,NA
ID5,8/11/2015,2,F,NA,NA,NA,NA
ID5,8/11/2015,2,F,NA,NA,NA,NA
ID5,8/11/2015,6,F,NA,NA,NA,NA
ID5,8/11/2015,2,F,NA,NA,NA,NA
ID5,8/11/2015,2,F,NA,NA,NA,NA
ID19,8/11/2015,7,R,NA,NA,NA,NA
ID19,8/11/2015,7,M,NA,NA,NA,NA
ID19,8/11/2015,1,F,NA,NA,NA,NA
ID19,8/11/2015,3,F,NA,NA,NA,NA
ID19,8/11/2015,3,F,NA,NA,NA,NA
ID19,8/11/2015,2,ssitco,NA,NA,ID47,ID47
ID19,8/11/2015,3,F,NA,NA,NA,NA
ID19,8/11/2015,1,F,NA,NA,NA,NA
ID19,8/11/2015,3,F,NA,NA,NA,NA
ID1,8/11/2015,11,R,NA,NA,NA,NA
ID1,8/11/2015,8,M,NA,NA,NA,NA
ID1,8/11/2015,2,F,NA,NA,NA,NA
ID1,8/11/2015,2,F,NA,NA,NA,NA
ID1,8/11/2015,1,F,NA,NA,NA,NA
ID1,8/11/2015,5,F,NA,NA,NA,NA
ID1,8/11/2015,1,F,NA,NA,NA,NA
ID8,8/11/2015,13,R,NA,NA,NA,NA
ID8,8/11/2015,8,M,NA,NA,NA,NA
ID8,8/11/2015,2,F,NA,NA,NA,NA
ID8,8/11/2015,2,F,NA,NA,NA,NA
ID8,8/11/2015,2,F,NA,NA,NA,NA
ID8,8/11/2015,3,F,NA,NA,NA,NA
ID14,8/12/2015,13,R,NA,NA,NA,NA
ID14,8/12/2015,7,M,NA,NA,NA,NA
ID14,8/12/2015,1,F,NA,NA,NA,NA
ID14,8/12/2015,1,F,NA,NA,NA,NA
ID14,8/12/2015,1,F,NA,NA,NA,NA
ID14,8/12/2015,1,F,NA,NA,NA,NA
ID14,8/12/2015,2,F,NA,NA,NA,NA
ID14,8/12/2015,2,F,NA,NA,NA,NA
ID14,8/12/2015,2,R,NA,NA,NA,NA
ID13,8/12/2015,11,R,NA,NA,NA,NA
ID13,8/12/2015,2,M,NA,NA,NA,NA
ID13,8/12/2015,2,F,NA,NA,NA,NA
ID13,8/12/2015,3,F,NA,NA,NA,NA
ID13,8/12/2015,2,F,NA,NA,NA,NA
ID13,8/12/2015,2,F,NA,NA,NA,NA
ID13,8/12/2015,1,ssitco,NA,NA,ID43,ID43
ID13,8/12/2015,1,gm,ID43,NA,NA,ID43
ID13,8/12/2015,3,F,NA,NA,NA,NA
ID13,8/12/2015,2,F,NA,NA,NA,NA
ID13,8/12/2015,1,R,NA,NA,NA,NA
ID17,8/12/2015,7,R,NA,NA,NA,NA
ID17,8/12/2015,4,M,NA,NA,NA,NA
ID17,8/12/2015,5,F,NA,NA,NA,NA
ID17,8/12/2015,13,F,NA,NA,NA,NA
ID17,8/12/2015,1,F,NA,NA,NA,NA
ID12,8/12/2015,23,R,NA,NA,NA,NA
ID12,8/12/2015,5,M,NA,NA,NA,NA
ID12,8/12/2015,2,F,NA,NA,NA,NA
ID8,8/13/2015,3,F,NA,NA,NA,NA
ID8,8/13/2015,23,R,NA,NA,NA,NA
ID8,8/13/2015,3,M,NA,NA,NA,NA
ID8,8/13/2015,1,F,NA,NA,NA,NA
ID11,8/13/2015,10,R,NA,NA,NA,NA
ID11,8/13/2015,9,M,NA,NA,NA,NA
ID11,8/13/2015,1,ssitco,NA,NA,ID45,ID45
ID11,8/13/2015,2,gm,ID45,NA,NA,ID45
